수원시|이목동|17200|0|11,2026-07-20
수원시|이목동|6100|0|7,2026-07-20
수원시|이목동|16500|0|11,2026-07-20
수원시|이목동|4600|0|6,2026-07-20
수원시|고색동|33000|0|37,2026-07-20
수원시|고색동|32000|0|36,2026-07-20
수원시|고색동|65000|0|74,2026-07-20
수원시|호매실동|18325|0|18,2026-07-20
수원시|고색동|31991|0|37,2026-07-20
수원시|고색동|34500|0|43,2026-07-20
수원시|고색동|29000|0|41,2026-07-20
수원시|고색동|30000|0|40,2026-07-20
수원시|고색동|46000|0|30,2026-07-20
수원시|호매실동|40000|0|16,2026-07-20
수원시|호매실동|2500|0|13,2026-07-20
수원시|고색동|38800|0|37,2026-07-20
수원시|고색동|34900|0|33,2026-07-20
수원시|고색동|31500|0|39,2026-07-20
수원시|세류동|337150|254|58,2026-07-20
수원시|호매실동|27000|0|19,2026-07-20
수원시|고색동|50500|0|35,2026-07-20
수원시|고색동|60900|0|44,2026-07-20
수원시|고색동|160300|225|8,2026-07-20
수원시|고색동|31000|0|43,2026-07-20
수원시|호매실동|16000|0|11,2026-07-20
수원시|고색동|900000|701|843,2026-07-20
수원시|고색동|1400000|1300|1466,2026-07-20
수원시|고색동|32300|0|33,2026-07-20
수원시|고색동|27000|0|19,2026-07-20
수원시|고색동|30500|0|42,2026-07-20
수원시|고색동|37000|0|38,2026-07-20
수원시|고색동|77400|0|86,2026-07-20
수원시|고색동|35600|0|39,2026-07-20
수원시|고색동|5600000|4844|8728,2026-07-20
수원시|우만동|35383|0|86,2026-07-20
수원시|우만동|9617|0|17,2026-07-20
수원시|우만동|33529|0|86,2026-07-20
수원시|우만동|5736|0|15,2026-07-20
수원시|우만동|35000|0|62,2026-07-20
수원시|이의동|59000|0|30,2026-07-20
수원시|이의동|70000|0|25,2026-07-20
수원시|원천동|25500|0|13,2026-07-20
수원시|이의동|50000|0|25,2026-07-20
수원시|이의동|20000|0|24,2026-07-20
수원시|신동|3276|0|10,2026-07-20
수원시|이의동|49000|0|25,2026-07-20
수원시|원천동|9500|0|6,2026-07-20
수원시|영통동|58000|0|52,2026-07-20
수원시|이의동|5200|0|9,2026-07-20
수원시|이의동|18000|0|9,2026-07-20
수원시|원천동|16200|0|11,2026-07-20
수원시|원천동|15000|0|28,2026-07-20
수원시|영통동|57000|0|52,2026-07-20
수원시|망포동|61500|0|97,2026-07-20
수원시|원천동|51500|0|28,2026-07-20
